branch,stem,status,ct_out,mask_out,ct_shape,mask_shape,ct_dtype,mask_dtype,error
Normal Scans,1cafa44228,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cafa44228.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cafa44228.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,1cb3e7d775,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cb3e7d775.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cb3e7d775.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Normal Scans,1cb4ab7053,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cb4ab7053.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cb4ab7053.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,1cbdc5d074,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cbdc5d074.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cbdc5d074.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Normal Scans,1cc652362e,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cc652362e.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cc652362e.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,1cdd36cc55,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cdd36cc55.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cdd36cc55.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Normal Scans,1cecd705de,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cecd705de.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cecd705de.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1cf2e899ed,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cf2e899ed.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cf2e899ed.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1cf37f4581,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cf37f4581.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cf37f4581.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1cf3ca8213,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cf3ca8213.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cf3ca8213.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Normal Scans,1cfc1b3043,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cfc1b3043.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cfc1b3043.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1cff5ac4b6,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1cff5ac4b6.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1cff5ac4b6.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,1d00a40fbd,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d00a40fbd.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d00a40fbd.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Normal Scans,1d1d04e2f0,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d1d04e2f0.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d1d04e2f0.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Normal Scans,1d37e862cf,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d37e862cf.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d37e862cf.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Normal Scans,1d3a3d6c53,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d3a3d6c53.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d3a3d6c53.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1d3e90ce73,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d3e90ce73.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d3e90ce73.npy,"(39, 512, 512)","(39, 512, 512)",float32,uint8,
Normal Scans,1d4c4f5abc,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d4c4f5abc.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d4c4f5abc.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1d4fcb6ab9,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d4fcb6ab9.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d4fcb6ab9.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,1d528efa68,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d528efa68.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d528efa68.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,1d5e524529,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d5e524529.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d5e524529.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1d740362bb,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d740362bb.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d740362bb.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1d790ad1ea,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1d790ad1ea.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1d790ad1ea.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1dbb979309,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1dbb979309.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1dbb979309.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Normal Scans,1dd0f516ac,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1dd0f516ac.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1dd0f516ac.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1dd778fa00,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1dd778fa00.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1dd778fa00.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,1dd82236b7,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1dd82236b7.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1dd82236b7.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1dda9a4d22,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1dda9a4d22.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1dda9a4d22.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1dddb1fef2,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1dddb1fef2.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1dddb1fef2.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Normal Scans,1de7498487,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1de7498487.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1de7498487.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,1e013eb445,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e013eb445.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e013eb445.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1e0a3cdf70,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e0a3cdf70.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e0a3cdf70.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1e1e6d4595,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e1e6d4595.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e1e6d4595.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1e275b0d03,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e275b0d03.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e275b0d03.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1e358a8d5c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e358a8d5c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e358a8d5c.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Normal Scans,1e3b762e71,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e3b762e71.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e3b762e71.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Normal Scans,1e5ac296dc,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e5ac296dc.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e5ac296dc.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1e5e06b97f,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e5e06b97f.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e5e06b97f.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1e714ffe13,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e714ffe13.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e714ffe13.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Normal Scans,1e7364beb3,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e7364beb3.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e7364beb3.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1e75365573,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e75365573.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e75365573.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Normal Scans,1e8311a366,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e8311a366.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e8311a366.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Normal Scans,1e8774509a,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e8774509a.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e8774509a.npy,"(37, 512, 512)","(37, 512, 512)",float32,uint8,
Normal Scans,1e8ea245ff,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1e8ea245ff.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1e8ea245ff.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1eada45d42,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1eada45d42.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1eada45d42.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1eaff4ef75,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1eaff4ef75.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1eaff4ef75.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1eb45efa8c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1eb45efa8c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1eb45efa8c.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1ec35eec9c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1ec35eec9c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1ec35eec9c.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1ecfbb642a,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1ecfbb642a.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1ecfbb642a.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1ed7bca125,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1ed7bca125.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1ed7bca125.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1ee7b6cc25,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1ee7b6cc25.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1ee7b6cc25.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1eee8adff9,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1eee8adff9.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1eee8adff9.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1effb1dd72,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1effb1dd72.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1effb1dd72.npy,"(38, 512, 512)","(38, 512, 512)",float32,uint8,
Normal Scans,1f02ec7ba5,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f02ec7ba5.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f02ec7ba5.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Normal Scans,1f0a9cbce8,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f0a9cbce8.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f0a9cbce8.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1f256404d4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f256404d4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f256404d4.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1f40dd2762,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f40dd2762.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f40dd2762.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,1f42ab5bcc,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f42ab5bcc.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f42ab5bcc.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1f44348456,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f44348456.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f44348456.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1f55f2e0be,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f55f2e0be.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f55f2e0be.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Normal Scans,1f572f3186,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f572f3186.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f572f3186.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,1f58f31ff5,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f58f31ff5.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f58f31ff5.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1f5f0f4742,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f5f0f4742.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f5f0f4742.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,1f607033af,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f607033af.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f607033af.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Normal Scans,1f85f7ea57,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f85f7ea57.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f85f7ea57.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1f88ec0031,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f88ec0031.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f88ec0031.npy,"(39, 512, 512)","(39, 512, 512)",float32,uint8,
Normal Scans,1f943c211a,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f943c211a.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f943c211a.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Normal Scans,1f99cf703a,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f99cf703a.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f99cf703a.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Normal Scans,1f9a11faef,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1f9a11faef.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1f9a11faef.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1faef68cb6,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1faef68cb6.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1faef68cb6.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1fbc326e69,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fbc326e69.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fbc326e69.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1fc2674cc4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fc2674cc4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fc2674cc4.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Normal Scans,1fc411d578,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fc411d578.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fc411d578.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Normal Scans,1fcc876e25,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fcc876e25.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fcc876e25.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Normal Scans,1fd1bceead,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fd1bceead.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fd1bceead.npy,"(39, 512, 512)","(39, 512, 512)",float32,uint8,
Normal Scans,1fd9493668,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fd9493668.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fd9493668.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,1fe08e8b85,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fe08e8b85.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fe08e8b85.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Normal Scans,1fea209a30,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1fea209a30.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1fea209a30.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,1ff136e8cb,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/1ff136e8cb.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/1ff136e8cb.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,20b4ddb37c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/20b4ddb37c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/20b4ddb37c.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Normal Scans,20bfbad2cf,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/20bfbad2cf.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/20bfbad2cf.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,20c39635aa,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/20c39635aa.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/20c39635aa.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,20c8878b22,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/20c8878b22.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/20c8878b22.npy,"(35, 512, 512)","(35, 512, 512)",float32,uint8,
Normal Scans,20cf011966,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/20cf011966.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/20cf011966.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Normal Scans,20d04b4e05,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/ct_scans/20d04b4e05.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Normal Scans/masks/20d04b4e05.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
