branch,case_id,status,ct_backend,mask_backend,ct_shape,mask_shape,ct_dtype,mask_dtype,ct_out,mask_out,error
Normal Scans,1bee211f2a,ok,sitk,sitk,"(30, 3, 512, 512)","(30, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1bee211f2a.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1bee211f2a.npy,
Normal Scans,1bf6468f63,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1bf6468f63.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1bf6468f63.npy,
Normal Scans,1bf94b3125,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1bf94b3125.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1bf94b3125.npy,
Normal Scans,1bf9be3f55,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1bf9be3f55.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1bf9be3f55.npy,
Normal Scans,1c08de4a8a,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c08de4a8a.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c08de4a8a.npy,
Normal Scans,1c272ea70c,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c272ea70c.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c272ea70c.npy,
Normal Scans,1c2b008a03,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c2b008a03.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c2b008a03.npy,
Normal Scans,1c36a52f73,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c36a52f73.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c36a52f73.npy,
Normal Scans,1c408dbb30,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c408dbb30.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c408dbb30.npy,
Normal Scans,1c4f7f9de5,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c4f7f9de5.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c4f7f9de5.npy,
Normal Scans,1c52b630ce,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c52b630ce.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c52b630ce.npy,
Normal Scans,1c5a60af16,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c5a60af16.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c5a60af16.npy,
Normal Scans,1c64f41611,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c64f41611.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c64f41611.npy,
Normal Scans,1c6883c138,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c6883c138.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c6883c138.npy,
Normal Scans,1c6c035023,ok,sitk,sitk,"(40, 3, 512, 512)","(40, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c6c035023.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c6c035023.npy,
Normal Scans,1c78e8dd92,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c78e8dd92.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c78e8dd92.npy,
Normal Scans,1c7b3d0bea,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c7b3d0bea.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c7b3d0bea.npy,
Normal Scans,1c812a602f,ok,sitk,sitk,"(38, 3, 512, 512)","(38, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c812a602f.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c812a602f.npy,
Normal Scans,1c8ae2fbc4,ok,sitk,sitk,"(30, 3, 512, 512)","(30, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c8ae2fbc4.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c8ae2fbc4.npy,
Normal Scans,1c94676039,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c94676039.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c94676039.npy,
Normal Scans,1c9fe6c268,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1c9fe6c268.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1c9fe6c268.npy,
Normal Scans,1cad839c93,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cad839c93.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cad839c93.npy,
Normal Scans,1cafa44228,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cafa44228.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cafa44228.npy,
Normal Scans,1cb3e7d775,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cb3e7d775.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cb3e7d775.npy,
Normal Scans,1cb4ab7053,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cb4ab7053.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cb4ab7053.npy,
Normal Scans,1cbdc5d074,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cbdc5d074.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cbdc5d074.npy,
Normal Scans,1cc652362e,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cc652362e.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cc652362e.npy,
Normal Scans,1cdd36cc55,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cdd36cc55.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cdd36cc55.npy,
Normal Scans,1cecd705de,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cecd705de.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cecd705de.npy,
Normal Scans,1cf2e899ed,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cf2e899ed.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cf2e899ed.npy,
Normal Scans,1cf37f4581,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cf37f4581.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cf37f4581.npy,
Normal Scans,1cf3ca8213,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cf3ca8213.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cf3ca8213.npy,
Normal Scans,1cfc1b3043,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cfc1b3043.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cfc1b3043.npy,
Normal Scans,1cff5ac4b6,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1cff5ac4b6.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1cff5ac4b6.npy,
Normal Scans,1d00a40fbd,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d00a40fbd.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d00a40fbd.npy,
Normal Scans,1d1d04e2f0,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d1d04e2f0.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d1d04e2f0.npy,
Normal Scans,1d37e862cf,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d37e862cf.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d37e862cf.npy,
Normal Scans,1d3a3d6c53,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d3a3d6c53.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d3a3d6c53.npy,
Normal Scans,1d3e90ce73,ok,sitk,sitk,"(39, 3, 512, 512)","(39, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d3e90ce73.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d3e90ce73.npy,
Normal Scans,1d4c4f5abc,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d4c4f5abc.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d4c4f5abc.npy,
Normal Scans,1d4fcb6ab9,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d4fcb6ab9.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d4fcb6ab9.npy,
Normal Scans,1d528efa68,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d528efa68.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d528efa68.npy,
Normal Scans,1d5e524529,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d5e524529.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d5e524529.npy,
Normal Scans,1d740362bb,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d740362bb.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d740362bb.npy,
Normal Scans,1d790ad1ea,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1d790ad1ea.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1d790ad1ea.npy,
Normal Scans,1dbb979309,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1dbb979309.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1dbb979309.npy,
Normal Scans,1dd0f516ac,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1dd0f516ac.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1dd0f516ac.npy,
Normal Scans,1dd778fa00,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1dd778fa00.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1dd778fa00.npy,
Normal Scans,1dd82236b7,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1dd82236b7.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1dd82236b7.npy,
Normal Scans,1dda9a4d22,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1dda9a4d22.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1dda9a4d22.npy,
Normal Scans,1dddb1fef2,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1dddb1fef2.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1dddb1fef2.npy,
Normal Scans,1de7498487,ok,sitk,sitk,"(31, 3, 512, 512)","(31, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1de7498487.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1de7498487.npy,
Normal Scans,1e013eb445,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e013eb445.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e013eb445.npy,
Normal Scans,1e0a3cdf70,ok,sitk,sitk,"(29, 3, 512, 512)","(29, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e0a3cdf70.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e0a3cdf70.npy,
Normal Scans,1e1e6d4595,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e1e6d4595.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e1e6d4595.npy,
Normal Scans,1e275b0d03,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e275b0d03.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e275b0d03.npy,
Normal Scans,1e358a8d5c,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e358a8d5c.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e358a8d5c.npy,
Normal Scans,1e3b762e71,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e3b762e71.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e3b762e71.npy,
Normal Scans,1e5ac296dc,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e5ac296dc.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e5ac296dc.npy,
Normal Scans,1e5e06b97f,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e5e06b97f.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e5e06b97f.npy,
Normal Scans,1e714ffe13,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e714ffe13.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e714ffe13.npy,
Normal Scans,1e7364beb3,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e7364beb3.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e7364beb3.npy,
Normal Scans,1e75365573,ok,sitk,sitk,"(28, 3, 512, 512)","(28, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e75365573.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e75365573.npy,
Normal Scans,1e8311a366,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e8311a366.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e8311a366.npy,
Normal Scans,1e8774509a,ok,sitk,sitk,"(37, 3, 512, 512)","(37, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e8774509a.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e8774509a.npy,
Normal Scans,1e8ea245ff,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1e8ea245ff.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1e8ea245ff.npy,
Normal Scans,1eada45d42,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1eada45d42.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1eada45d42.npy,
Normal Scans,1eaff4ef75,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1eaff4ef75.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1eaff4ef75.npy,
Normal Scans,1eb45efa8c,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1eb45efa8c.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1eb45efa8c.npy,
Normal Scans,1ec35eec9c,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1ec35eec9c.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1ec35eec9c.npy,
Normal Scans,1ecfbb642a,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1ecfbb642a.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1ecfbb642a.npy,
Normal Scans,1ed7bca125,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1ed7bca125.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1ed7bca125.npy,
Normal Scans,1ee7b6cc25,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1ee7b6cc25.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1ee7b6cc25.npy,
Normal Scans,1eee8adff9,ok,sitk,sitk,"(33, 3, 512, 512)","(33, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1eee8adff9.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1eee8adff9.npy,
Normal Scans,1effb1dd72,ok,sitk,sitk,"(38, 3, 512, 512)","(38, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1effb1dd72.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1effb1dd72.npy,
Normal Scans,1f02ec7ba5,ok,sitk,sitk,"(34, 3, 512, 512)","(34, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1f02ec7ba5.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1f02ec7ba5.npy,
Normal Scans,1f0a9cbce8,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1f0a9cbce8.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1f0a9cbce8.npy,
Normal Scans,1f256404d4,ok,sitk,sitk,"(32, 3, 512, 512)","(32, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1f256404d4.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1f256404d4.npy,
Normal Scans,1f40dd2762,ok,sitk,sitk,"(36, 3, 512, 512)","(36, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1f40dd2762.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1f40dd2762.npy,
Normal Scans,1f42ab5bcc,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1f42ab5bcc.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1f42ab5bcc.npy,
Normal Scans,1f44348456,ok,sitk,sitk,"(35, 3, 512, 512)","(35, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1f44348456.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1f44348456.npy,
Normal Scans,1f55f2e0be,ok,sitk,sitk,"(40, 3, 512, 512)","(40, 512, 512)",uint8,uint8,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/ct_scans/1f55f2e0be.npy,/Volumes/MacOS Move/CT-Seg1500-NPY-Precomputd/Normal Scans/masks/1f55f2e0be.npy,
