source_dataset,original_stem,final_case_id,ct_src,mask_src,ct_dst,mask_dst
RSNA-Normal,16acd6de40,16acd6de40,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16acd6de40.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16acd6de40.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16acd6de40.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16acd6de40.nii.gz
RSNA-Normal,16b40e0ecf,16b40e0ecf,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16b40e0ecf.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16b40e0ecf.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16b40e0ecf.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16b40e0ecf.nii.gz
RSNA-Normal,16c3709a90,16c3709a90,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16c3709a90.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16c3709a90.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16c3709a90.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16c3709a90.nii.gz
RSNA-Normal,16c9176553,16c9176553,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16c9176553.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16c9176553.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16c9176553.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16c9176553.nii.gz
RSNA-Normal,16d9e750e6,16d9e750e6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16d9e750e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16d9e750e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16d9e750e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16d9e750e6.nii.gz
RSNA-Normal,16dd9ba15d,16dd9ba15d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16dd9ba15d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16dd9ba15d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16dd9ba15d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16dd9ba15d.nii.gz
RSNA-Normal,16f2f0bd2c,16f2f0bd2c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16f2f0bd2c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16f2f0bd2c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16f2f0bd2c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16f2f0bd2c.nii.gz
RSNA-Normal,16f4eeab85,16f4eeab85,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16f4eeab85.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16f4eeab85.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16f4eeab85.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16f4eeab85.nii.gz
RSNA-Normal,16f91e916d,16f91e916d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/16f91e916d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/16f91e916d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16f91e916d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16f91e916d.nii.gz
RSNA-Normal,17aefcbe1d,17aefcbe1d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17aefcbe1d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17aefcbe1d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17aefcbe1d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17aefcbe1d.nii.gz
RSNA-Normal,17b4d12a13,17b4d12a13,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17b4d12a13.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17b4d12a13.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17b4d12a13.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17b4d12a13.nii.gz
RSNA-Normal,17b9b6fd56,17b9b6fd56,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17b9b6fd56.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17b9b6fd56.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17b9b6fd56.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17b9b6fd56.nii.gz
RSNA-Normal,17bde3831f,17bde3831f,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17bde3831f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17bde3831f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17bde3831f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17bde3831f.nii.gz
RSNA-Normal,17ca5f7b3e,17ca5f7b3e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17ca5f7b3e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17ca5f7b3e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17ca5f7b3e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17ca5f7b3e.nii.gz
RSNA-Normal,17d3e7eb27,17d3e7eb27,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17d3e7eb27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17d3e7eb27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17d3e7eb27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17d3e7eb27.nii.gz
RSNA-Normal,17d443d796,17d443d796,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17d443d796.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17d443d796.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17d443d796.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17d443d796.nii.gz
RSNA-Normal,17e28ad4c9,17e28ad4c9,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17e28ad4c9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17e28ad4c9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17e28ad4c9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17e28ad4c9.nii.gz
RSNA-Normal,17e605ef60,17e605ef60,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17e605ef60.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17e605ef60.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17e605ef60.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17e605ef60.nii.gz
RSNA-Normal,17e7c660b8,17e7c660b8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17e7c660b8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17e7c660b8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17e7c660b8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17e7c660b8.nii.gz
RSNA-Normal,17f87147e0,17f87147e0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/17f87147e0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/17f87147e0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17f87147e0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17f87147e0.nii.gz
RSNA-Normal,18b04ec486,18b04ec486,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18b04ec486.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18b04ec486.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18b04ec486.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18b04ec486.nii.gz
RSNA-Normal,18b06790d0,18b06790d0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18b06790d0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18b06790d0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18b06790d0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18b06790d0.nii.gz
RSNA-Normal,18b0ea1a4a,18b0ea1a4a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18b0ea1a4a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18b0ea1a4a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18b0ea1a4a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18b0ea1a4a.nii.gz
RSNA-Normal,18c4793d84,18c4793d84,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18c4793d84.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18c4793d84.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18c4793d84.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18c4793d84.nii.gz
RSNA-Normal,18cb5ab469,18cb5ab469,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18cb5ab469.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18cb5ab469.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18cb5ab469.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18cb5ab469.nii.gz
RSNA-Normal,18cf6576fd,18cf6576fd,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18cf6576fd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18cf6576fd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18cf6576fd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18cf6576fd.nii.gz
RSNA-Normal,18d2508766,18d2508766,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18d2508766.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18d2508766.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18d2508766.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18d2508766.nii.gz
RSNA-Normal,18d60648a6,18d60648a6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18d60648a6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18d60648a6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18d60648a6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18d60648a6.nii.gz
RSNA-Normal,18dec11fac,18dec11fac,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18dec11fac.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18dec11fac.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18dec11fac.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18dec11fac.nii.gz
RSNA-Normal,18e9d64f71,18e9d64f71,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18e9d64f71.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18e9d64f71.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18e9d64f71.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18e9d64f71.nii.gz
RSNA-Normal,18eb7d818b,18eb7d818b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18eb7d818b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18eb7d818b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18eb7d818b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18eb7d818b.nii.gz
RSNA-Normal,18f0d6194d,18f0d6194d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18f0d6194d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18f0d6194d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18f0d6194d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18f0d6194d.nii.gz
RSNA-Normal,18f50f2a5e,18f50f2a5e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18f50f2a5e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18f50f2a5e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18f50f2a5e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18f50f2a5e.nii.gz
RSNA-Normal,18faba5e0c,18faba5e0c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/18faba5e0c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/18faba5e0c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/18faba5e0c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/18faba5e0c.nii.gz
RSNA-Normal,19a400a1d3,19a400a1d3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/19a400a1d3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/19a400a1d3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/19a400a1d3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/19a400a1d3.nii.gz
RSNA-Normal,19a81d7255,19a81d7255,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/19a81d7255.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/19a81d7255.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/19a81d7255.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/19a81d7255.nii.gz
RSNA-Normal,19abc424cc,19abc424cc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/19abc424cc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/19abc424cc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/19abc424cc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/19abc424cc.nii.gz
RSNA-Normal,19c6598ccc,19c6598ccc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/19c6598ccc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/19c6598ccc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/19c6598ccc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/19c6598ccc.nii.gz
RSNA-Normal,19cab302de,19cab302de,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/19cab302de.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/19cab302de.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/19cab302de.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/19cab302de.nii.gz
RSNA-Normal,1a14343982,1a14343982,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a14343982.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a14343982.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a14343982.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a14343982.nii.gz
RSNA-Normal,1a18f7efa2,1a18f7efa2,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a18f7efa2.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a18f7efa2.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a18f7efa2.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a18f7efa2.nii.gz
RSNA-Normal,1a33d8d099,1a33d8d099,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a33d8d099.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a33d8d099.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a33d8d099.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a33d8d099.nii.gz
RSNA-Normal,1a341ec405,1a341ec405,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a341ec405.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a341ec405.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a341ec405.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a341ec405.nii.gz
RSNA-Normal,1a3609c5be,1a3609c5be,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a3609c5be.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a3609c5be.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a3609c5be.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a3609c5be.nii.gz
RSNA-Normal,1a3814808d,1a3814808d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a3814808d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a3814808d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a3814808d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a3814808d.nii.gz
RSNA-Normal,1a44c511a0,1a44c511a0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a44c511a0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a44c511a0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a44c511a0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a44c511a0.nii.gz
RSNA-Normal,1a4678822f,1a4678822f,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a4678822f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a4678822f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a4678822f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a4678822f.nii.gz
RSNA-Normal,1a467e8a13,1a467e8a13,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a467e8a13.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a467e8a13.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a467e8a13.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a467e8a13.nii.gz
RSNA-Normal,1a4923ec37,1a4923ec37,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a4923ec37.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a4923ec37.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a4923ec37.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a4923ec37.nii.gz
RSNA-Normal,1a5751031d,1a5751031d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/ct_scans/1a5751031d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/RSNA-Normal/masks/1a5751031d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1a5751031d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1a5751031d.nii.gz
